"Категория интересов, ур. 1","Категория интересов, ур. 2","Категория интересов, ур. 3","Визиты","Посетители","Аффинити‑индекс","Отказы","Глубина просмотра","Время на сайте"
"Спорт","Парусный спорт","Не определено","2","2","149.59949087201005","1.0","1.0","00:00:00"
"Телеком","Мобильная связь","Не определено","2","2","61.58760596918121","1.0","1.0","00:00:00"
"Транспорт","Авто","Моторные масла","2","2","129.47194017559758","1.0","1.0","00:00:00"
"Транспорт","Авто","Фуры","2","2","96.42337610972811","1.0","1.0","00:00:00"
"Транспорт","Авто","Детские автокресла","2","2","49.88369028516931","1.0","1.0","00:00:00"
"Транспорт","Авто","Лизинг автомобилей и спецтехники","2","2","65.16927520092403","0.5","1.5","00:00:02"
"Транспорт","Мото","Квадроциклы","2","2","198.46486478680322","1.0","1.0","00:00:00"
"Транспорт","Мото","Мопеды","2","2","219.74085816364027","1.0","1.0","00:00:00"
"Транспорт","Мото","Мотоциклы","2","2","173.2071910993255","1.0","1.0","00:00:00"
"Красота и здоровье","Уход за волосами","Шампуни для волос","1","1","69.83548240745861","1.0","1.0","00:00:00"
"Красота и здоровье","Уход за волосами","Укладка волос","1","1","111.13043497096082","1.0","1.0","00:00:00"
"Красота и здоровье","Медицинские товары","Контактные линзы","1","1","49.36688664103682","1.0","1.0","00:00:00"
"Одежда, обувь и аксессуары","Аксессуары","Сумки и чемоданы","1","1","31.67772532807979","1.0","1.0","00:00:00"
"Одежда, обувь и аксессуары","Одежда","Верхняя одежда","1","1","13.561878377925677","1.0","1.0","00:00:00"
"Строительство, обустройство и ремонт","Товары для дома","Текстиль","1","1","35.8833092886941","1.0","1.0","00:00:00"
"Строительство, обустройство и ремонт","Системы охраны и сигнализации","Не определено","1","1","90.63933825492305","1.0","1.0","00:00:00"
"Семья и дети","Товары для детей","Детские велосипеды","1","1","137.1526178163867","1.0","1.0","00:00:00"
"Работа","Работа на дому","Не определено","1","1","125.31959426689053","1.0","1.0","00:00:00"
"Развлечения и досуг","Кино","Фантастика","1","1","16.548362903358527","1.0","1.0","00:00:00"
